date,sst,sst_anomaly,mhw_days,year,month,oni,enso_phase
2003-06-01,15.383875733333333,-0.1591392249999999,0,2003,6,-0.16,Neutral
2003-07-01,16.653743387096775,-0.09441426774193537,0,2003,7,0.08,Neutral
2003-08-01,18.425241096774194,0.7960833516129032,18,2003,8,0.21,Neutral
2003-09-01,18.317738566666666,0.45762405555555563,0,2003,9,0.26,Neutral
2003-10-01,17.34874680645161,-0.05689948709677413,0,2003,10,0.29,Neutral
2003-11-01,16.426352633333334,0.12595170055555574,0,2003,11,0.35,Neutral
2003-12-01,15.055847612903225,0.09467617634408595,0,2003,12,0.35,Neutral
2004-01-01,14.397767580645162,0.19537982150537658,0,2004,1,0.37,Neutral
2004-02-01,13.642617607142856,-0.36869287797619027,0,2004,2,0.31,Neutral
2004-03-01,13.718471500000001,-0.3319526913978495,0,2004,3,0.23,Neutral
2004-04-01,14.153263033333333,-0.09977045333333322,0,2004,4,0.17,Neutral
2004-05-01,15.326660193548387,0.5204641827956991,0,2004,5,0.17,Neutral
2004-06-01,15.379071316666666,-0.16394364166666664,0,2004,6,0.28,Neutral
2004-07-01,16.88977983870968,0.14162218387096814,0,2004,7,0.47,Neutral
2004-08-01,18.037005645161294,0.40784790000000015,0,2004,8,0.64,El Niño
2004-09-01,18.282525266666667,0.4224107555555561,0,2004,9,0.7,El Niño
2004-10-01,17.50549093548387,0.09984464193548381,0,2004,10,0.67,El Niño
2004-11-01,16.099107283333332,-0.20129364944444478,0,2004,11,0.66,El Niño
2004-12-01,14.633349129032258,-0.32782230752688163,0,2004,12,0.69,El Niño
2005-01-01,14.285831225806453,0.08344346666666683,0,2005,1,0.64,El Niño
2005-02-01,14.100516964285715,0.08920647916666681,0,2005,2,0.58,El Niño
2005-03-01,14.675285741935484,0.6248615505376346,0,2005,3,0.45,Neutral
2005-04-01,14.470902533333334,0.21786904666666676,1,2005,4,0.43,Neutral
2005-05-01,16.010592177419355,1.204396166666667,13,2005,5,0.29,Neutral
2005-06-01,15.8932159,0.3502009416666669,0,2005,6,0.11,Neutral
2005-07-01,16.721905838709677,-0.026251816129032123,0,2005,7,-0.06,Neutral
2005-08-01,17.78458041935484,0.1554226741935486,0,2005,8,-0.14,Neutral
2005-09-01,17.357056133333334,-0.503058377777778,0,2005,9,-0.11,Neutral
2005-10-01,16.633231645161292,-0.7724146483870965,0,2005,10,-0.29,Neutral
2005-11-01,16.086950283333334,-0.2134506494444447,0,2005,11,-0.57,La Niña
2005-12-01,15.101343177419356,0.14017174086021514,0,2005,12,-0.84,La Niña
2006-01-01,14.494695693548389,0.29230793440860237,0,2006,1,-0.85,La Niña
2006-02-01,14.140116696428572,0.12880621130952385,0,2006,2,-0.77,La Niña
2006-03-01,13.767135048387097,-0.28328914301075264,0,2006,3,-0.57,La Niña
2006-04-01,14.27695035,0.02391686333333348,0,2006,4,-0.37,Neutral
2006-05-01,14.794748483870968,-0.011447526881720502,0,2006,5,-0.14,Neutral
2006-06-01,15.843323866666667,0.3003089083333334,0,2006,6,-0.03,Neutral
2006-07-01,17.000227032258064,0.25206937741935515,8,2006,7,0.1,Neutral
2006-08-01,18.182646193548386,0.5534884483870968,9,2006,8,0.3,Neutral
2006-09-01,17.483727366666663,-0.3763871444444445,0,2006,9,0.54,El Niño
2006-10-01,17.32537135483871,-0.08027493870967735,0,2006,10,0.77,El Niño
2006-11-01,16.3799806,0.07957966722222197,0,2006,11,0.94,El Niño
2006-12-01,15.044412629032259,0.08324119247311841,0,2006,12,0.94,El Niño
2007-01-01,13.611349661290323,-0.5910380978494623,0,2007,1,0.66,El Niño
2007-02-01,13.605319214285714,-0.4059912708333333,0,2007,2,0.22,Neutral
2007-03-01,13.517143870967741,-0.5332803204301075,0,2007,3,-0.12,Neutral
2007-04-01,13.673762616666666,-0.5792708699999999,0,2007,4,-0.32,Neutral
2007-05-01,14.220099338709678,-0.5860966720430104,0,2007,5,-0.38,Neutral
2007-06-01,15.0946033,-0.4484116583333331,0,2007,6,-0.47,Neutral
2007-07-01,16.979917161290324,0.23175950645161314,0,2007,7,-0.56,La Niña
2007-08-01,17.727998967741932,0.09884122258064496,0,2007,8,-0.81,La Niña
2007-09-01,18.00697596666667,0.14686145555555613,0,2007,9,-1.07,La Niña
2007-10-01,17.049206838709676,-0.3564394548387095,0,2007,10,-1.34,La Niña
2007-11-01,16.120313200000002,-0.18008773277777795,0,2007,11,-1.5,La Niña
2007-12-01,14.161232,-0.7999394365591399,0,2007,12,-1.6,La Niña
2008-01-01,13.173104,-1.0292837591397848,0,2008,1,-1.64,La Niña
2008-02-01,12.94930632142857,-1.0620041636904765,0,2008,2,-1.52,La Niña
2008-03-01,13.07913329032258,-0.9712909010752687,0,2008,3,-1.29,La Niña
2008-04-01,13.20943065,-1.0436028366666668,0,2008,4,-1.01,La Niña
2008-05-01,13.879745016129032,-0.9264509946236559,0,2008,5,-0.84,La Niña
2008-06-01,14.88601415,-0.6570008083333331,0,2008,6,-0.61,La Niña
2008-07-01,16.64842335483871,-0.09973429999999982,0,2008,7,-0.37,Neutral
2008-08-01,17.56172712903226,-0.06743061612903249,0,2008,8,-0.23,Neutral
2008-09-01,17.61683436666667,-0.24328014444444443,0,2008,9,-0.24,Neutral
2008-10-01,17.02905187096774,-0.3765944225806451,0,2008,10,-0.35,Neutral
2008-11-01,16.06554905,-0.2348518827777779,0,2008,11,-0.55,La Niña
2008-12-01,14.630065048387097,-0.33110638817204274,0,2008,12,-0.73,La Niña
2009-01-01,13.72275577419355,-0.47963198494623627,0,2009,1,-0.85,La Niña
2009-02-01,13.420155178571429,-0.5911553065476192,0,2009,2,-0.79,La Niña
2009-03-01,13.459592403225807,-0.590831788172043,0,2009,3,-0.61,La Niña
2009-04-01,13.379939466666666,-0.8730940199999999,0,2009,4,-0.33,Neutral
2009-05-01,14.15105320967742,-0.6551428010752687,0,2009,5,0.01,Neutral
2009-06-01,16.370528533333335,0.8275135750000001,12,2009,6,0.28,Neutral
2009-07-01,16.593041967741936,-0.1551156870967739,0,2009,7,0.45,Neutral
2009-08-01,17.360764096774194,-0.26839364838709723,0,2009,8,0.58,El Niño
2009-09-01,18.000557333333333,0.14044282222222235,0,2009,9,0.71,El Niño
2009-10-01,17.00385477419355,-0.40179151935483853,0,2009,10,1.01,El Niño
2009-11-01,15.774015883333334,-0.5263850494444445,0,2009,11,1.36,El Niño
2009-12-01,14.426283693548386,-0.5348877430107526,0,2009,12,1.56,El Niño
2010-01-01,14.340966903225807,0.13857914408602173,0,2010,1,1.5,El Niño
2010-02-01,14.116884767857144,0.10557428273809524,0,2010,2,1.22,El Niño
2010-03-01,14.202961435483871,0.15253724408602162,0,2010,3,0.84,El Niño
2010-04-01,14.351193283333334,0.09815979666666673,0,2010,4,0.35,Neutral
2010-05-01,14.270691951612903,-0.535504059139785,0,2010,5,-0.17,Neutral
2010-06-01,14.83726585,-0.7057491083333333,0,2010,6,-0.66,La Niña
2010-07-01,16.09225648387097,-0.6559011709677417,0,2010,7,-1.05,La Niña
2010-08-01,16.41816593548387,-1.2109918096774195,0,2010,8,-1.35,La Niña
2010-09-01,16.62549286666667,-1.2346216444444444,0,2010,9,-1.56,La Niña
2010-10-01,16.774891806451613,-0.630754487096774,0,2010,10,-1.64,La Niña
2010-11-01,15.865576466666665,-0.4348244661111114,0,2010,11,-1.64,La Niña
2010-12-01,14.521989032258066,-0.43918240430107536,0,2010,12,-1.54,La Niña
2011-01-01,13.768058774193548,-0.43432898494623656,0,2011,1,-1.31,La Niña
2011-02-01,13.599403767857142,-0.4119067172619048,0,2011,2,-1.04,La Niña
2011-03-01,13.568375112903224,-0.48204907849462364,0,2011,3,-0.8,La Niña
2011-04-01,13.779680983333332,-0.4733525033333333,0,2011,4,-0.62,La Niña
2011-05-01,14.303420048387098,-0.5027759623655912,0,2011,5,-0.46,Neutral
2011-06-01,14.9453953,-0.5976196583333333,0,2011,6,-0.37,Neutral
2011-07-01,16.316237741935485,-0.43191991290322534,0,2011,7,-0.43,Neutral
2011-08-01,16.808068129032257,-0.8210896161290324,0,2011,8,-0.58,La Niña
2011-09-01,17.2562134,-0.6039011111111108,0,2011,9,-0.79,La Niña
2011-10-01,17.45662180645161,0.050975512903225786,0,2011,10,-0.96,La Niña
2011-11-01,15.992457483333334,-0.3079434494444447,0,2011,11,-1.02,La Niña
2011-12-01,14.830131161290321,-0.13104027526881695,0,2011,12,-0.92,La Niña
2012-01-01,14.396694435483871,0.19430667634408624,0,2012,1,-0.72,La Niña
2012-02-01,13.91351055357143,-0.09779993154761886,0,2012,2,-0.57,La Niña
2012-03-01,13.440770516129032,-0.6096536752688171,0,2012,3,-0.46,Neutral
2012-04-01,14.071955866666666,-0.1810776199999999,0,2012,4,-0.36,Neutral
2012-05-01,14.251875274193548,-0.5543207365591398,0,2012,5,-0.17,Neutral
2012-06-01,14.952541266666666,-0.5904736916666664,0,2012,6,0.06,Neutral
2012-07-01,16.04435741935484,-0.7038002354838709,0,2012,7,0.3,Neutral
2012-08-01,16.80054341935484,-0.8286143258064517,0,2012,8,0.41,Neutral
2012-09-01,17.526239999999998,-0.33387451111111094,0,2012,9,0.41,Neutral
2012-10-01,17.66342393548387,0.2577776419354838,0,2012,10,0.31,Neutral
2012-11-01,16.54979936666667,0.24939843388888913,0,2012,11,0.13,Neutral
2012-12-01,15.503838499999999,0.5426670634408604,6,2012,12,-0.1,Neutral
2013-01-01,13.998589403225807,-0.2037983559139782,0,2013,1,-0.29,Neutral
2013-02-01,13.342069714285714,-0.6692407708333332,0,2013,2,-0.29,Neutral
2013-03-01,13.24993272580645,-0.8004914655913977,0,2013,3,-0.21,Neutral
2013-04-01,13.89338165,-0.3596518366666666,0,2013,4,-0.19,Neutral
2013-05-01,14.726435870967743,-0.07976013978494605,0,2013,5,-0.27,Neutral
2013-06-01,15.47583225,-0.06718270833333322,0,2013,6,-0.34,Neutral
2013-07-01,16.823296741935483,0.07513908709677447,0,2013,7,-0.35,Neutral
2013-08-01,17.015988903225807,-0.6131688419354835,0,2013,8,-0.28,Neutral
2013-09-01,18.061595800000003,0.20148128888888905,0,2013,9,-0.21,Neutral
2013-10-01,16.691497516129033,-0.7141487774193546,0,2013,10,-0.13,Neutral
2013-11-01,15.72745185,-0.572949082777778,0,2013,11,-0.1,Neutral
2013-12-01,14.53270270967742,-0.42846872688172055,0,2013,12,-0.15,Neutral
2014-01-01,14.330212322580644,0.1278245634408602,0,2014,1,-0.28,Neutral
2014-02-01,14.094788160714286,0.08347767559523815,0,2014,2,-0.32,Neutral
2014-03-01,14.727695548387096,0.6772713569892475,0,2014,3,-0.14,Neutral
2014-04-01,14.843197866666666,0.5901643800000002,0,2014,4,0.15,Neutral
2014-05-01,15.731565016129032,0.925369005376344,5,2014,5,0.31,Neutral
2014-06-01,16.35931533333333,0.8163003749999999,10,2014,6,0.23,Neutral
2014-07-01,18.012760225806453,1.2646025709677415,31,2014,7,0.1,Neutral
2014-08-01,18.868875838709677,1.239718093548387,29,2014,8,0.11,Neutral
2014-09-01,19.485223,1.625108488888889,25,2014,9,0.28,Neutral
2014-10-01,19.38433851612903,1.9786922225806447,31,2014,10,0.54,El Niño
2014-11-01,18.236448066666664,1.9360471338888887,30,2014,11,0.71,El Niño
2014-12-01,17.473560387096775,2.5123889505376344,31,2014,12,0.77,El Niño
2015-01-01,16.21218470967742,2.0097969505376345,31,2015,1,0.69,El Niño
2015-02-01,16.114818964285714,2.1035084791666665,28,2015,2,0.61,El Niño
2015-03-01,16.10869793548387,2.0582737440860215,31,2015,3,0.65,El Niño
2015-04-01,15.639748583333333,1.3867150966666666,29,2015,4,0.81,El Niño
2015-05-01,15.590779177419353,0.7845831666666667,0,2015,5,1.02,El Niño
2015-06-01,16.5957301,1.0527151416666667,18,2015,6,1.25,El Niño
2015-07-01,18.90894706451613,2.16078940967742,31,2015,7,1.57,El Niño
2015-08-01,20.025055741935486,2.395897996774193,31,2015,8,1.91,El Niño
2015-09-01,20.2306213,2.3705067888888887,30,2015,9,2.21,El Niño
2015-10-01,20.07283622580645,2.6671899322580646,31,2015,10,2.47,El Niño
2015-11-01,17.7165596,1.416158667222222,29,2015,11,2.64,El Niño
2015-12-01,16.14335801612903,1.1821865795698927,25,2015,12,2.75,El Niño
2016-01-01,14.975566064516128,0.7731783053763442,13,2016,1,2.63,El Niño
2016-02-01,15.198745589285716,1.1874351041666666,23,2016,2,2.28,El Niño
2016-03-01,15.260535483870967,1.210111292473118,27,2016,3,1.71,El Niño
2016-04-01,15.568659366666667,1.3156258800000002,23,2016,4,1.05,El Niño
2016-05-01,15.632335838709677,0.8261398279569893,8,2016,5,0.49,Neutral
2016-06-01,16.31305796666667,0.7700430083333337,0,2016,6,0.0,Neutral
2016-07-01,17.186106290322577,0.437948635483871,0,2016,7,-0.31,Neutral
2016-08-01,17.68660312903226,0.057445383870967565,0,2016,8,-0.5,La Niña
2016-09-01,17.765362633333332,-0.09475187777777758,0,2016,9,-0.58,La Niña
2016-10-01,17.623826161290324,0.21817986774193546,0,2016,10,-0.64,La Niña
2016-11-01,17.53375403333333,1.2333531005555554,28,2016,11,-0.6,La Niña
2016-12-01,15.326839967741936,0.36566853118279574,0,2016,12,-0.45,Neutral
2017-01-01,14.427611741935484,0.2252239827956992,0,2017,1,-0.19,Neutral
2017-02-01,14.613271232142859,0.6019607470238096,0,2017,2,-0.02,Neutral
2017-03-01,14.66821291935484,0.6177887279569892,10,2017,3,0.18,Neutral
2017-04-01,14.924223033333334,0.6711895466666665,7,2017,4,0.31,Neutral
2017-05-01,14.943628387096775,0.13743237634408625,0,2017,5,0.4,Neutral
2017-06-01,15.968819016666666,0.4258040583333334,5,2017,6,0.39,Neutral
2017-07-01,17.17216948387097,0.4240118290322585,0,2017,7,0.19,Neutral
2017-08-01,18.400305161290323,0.7711474161290319,14,2017,8,-0.07,Neutral
2017-09-01,18.990836966666667,1.1307224555555555,22,2017,9,-0.34,Neutral
2017-10-01,17.580369,0.17472270645161284,0,2017,10,-0.6,La Niña
2017-11-01,17.325697766666668,1.0252968338888888,20,2017,11,-0.77,La Niña
2017-12-01,15.85585329032258,0.8946818537634408,18,2017,12,-0.86,La Niña
2018-01-01,15.401848129032258,1.1994603698924733,31,2018,1,-0.77,La Niña
2018-02-01,14.753389910714287,0.742079425595238,12,2018,2,-0.71,La Niña
2018-03-01,14.46037956451613,0.4099553731182797,0,2018,3,-0.57,La Niña
2018-04-01,14.736947566666666,0.48391408,0,2018,4,-0.39,Neutral
2018-05-01,14.947967903225805,0.14177189247311822,0,2018,5,-0.13,Neutral
2018-06-01,15.710143233333334,0.16712827500000005,0,2018,6,0.06,Neutral
2018-07-01,17.38052293548387,0.6323652806451614,6,2018,7,0.14,Neutral
2018-08-01,18.52938883870968,0.9002310935483872,18,2018,8,0.27,Neutral
2018-09-01,18.0672801,0.2071655888888889,0,2018,9,0.53,El Niño
2018-10-01,18.060344258064518,0.6546979645161289,0,2018,10,0.81,El Niño
2018-11-01,17.194693933333333,0.894293000555555,15,2018,11,0.97,El Niño
2018-12-01,15.939942322580645,0.9787708860215054,19,2018,12,0.92,El Niño
2019-01-01,14.926548870967741,0.7241611118279573,9,2019,1,0.89,El Niño
2019-02-01,14.536737339285713,0.5254268541666667,8,2019,2,0.86,El Niño
2019-03-01,14.407991677419355,0.3575674860215054,0,2019,3,0.84,El Niño
2019-04-01,14.953049683333335,0.7000161966666666,14,2019,4,0.77,El Niño
2019-05-01,15.454673790322582,0.6484777795698925,0,2019,5,0.64,El Niño
2019-06-01,16.151315266666664,0.6083003083333334,0,2019,6,0.52,El Niño
2019-07-01,16.898541838709676,0.15038418387096816,0,2019,7,0.33,Neutral
2019-08-01,18.185983967741933,0.5568262225806451,6,2019,8,0.19,Neutral
2019-09-01,19.16356976666667,1.3034552555555559,27,2019,9,0.23,Neutral
2019-10-01,17.687347193548387,0.28170090000000003,0,2019,10,0.39,Neutral
2019-11-01,16.7378318,0.4374308672222221,0,2019,11,0.58,El Niño
2019-12-01,15.478329435483872,0.5171579989247311,0,2019,12,0.66,El Niño
2020-01-01,14.306983903225806,0.10459614408602173,0,2020,1,0.64,El Niño
2020-02-01,13.975207678571428,-0.036102806547618924,0,2020,2,0.63,El Niño
2020-03-01,14.205092693548387,0.1546685021505378,0,2020,3,0.53,El Niño
2020-04-01,14.534818233333334,0.2817847466666668,0,2020,4,0.3,Neutral
2020-05-01,15.946218806451613,1.1400227956989248,17,2020,5,0.01,Neutral
2020-06-01,16.6065638,1.063548841666667,17,2020,6,-0.23,Neutral
2020-07-01,17.369537258064515,0.6213796032258067,7,2020,7,-0.36,Neutral
2020-08-01,18.55598619354839,0.9268284483870964,16,2020,8,-0.53,La Niña
2020-09-01,19.260680033333333,1.4005655222222224,30,2020,9,-0.85,La Niña
2020-10-01,19.092149903225806,1.686503609677419,30,2020,10,-1.12,La Niña
2020-11-01,16.713041233333332,0.4126403005555551,6,2020,11,-1.2,La Niña
2020-12-01,15.176824112903224,0.21565267634408603,0,2020,12,-1.08,La Niña
2021-01-01,14.212375467741936,0.009987708602150768,0,2021,1,-0.91,La Niña
2021-02-01,13.830829232142857,-0.18048125297619047,0,2021,2,-0.79,La Niña
2021-03-01,13.537755564516129,-0.5126686268817204,0,2021,3,-0.71,La Niña
2021-04-01,13.927209466666666,-0.3258240199999999,0,2021,4,-0.55,La Niña
2021-05-01,14.273717532258065,-0.5324784784946236,0,2021,5,-0.39,Neutral
2021-06-01,15.7650802,0.22206524166666675,0,2021,6,-0.3,Neutral
2021-07-01,17.057523387096776,0.30936573225806485,0,2021,7,-0.35,Neutral
2021-08-01,18.27844883870968,0.6492910935483873,11,2021,8,-0.45,Neutral
2021-09-01,18.1116158,0.25150128888888923,0,2021,9,-0.63,La Niña
2021-10-01,17.359435387096777,-0.04621090645161285,0,2021,10,-0.76,La Niña
2021-11-01,16.721781633333332,0.4213807005555553,0,2021,11,-0.91,La Niña
2021-12-01,15.165891145161291,0.20471970860215058,0,2021,12,-0.87,La Niña
2022-01-01,14.387601887096773,0.1852141279569895,0,2022,1,-0.82,La Niña
2022-02-01,14.193245107142857,0.18193462202380953,0,2022,2,-0.79,La Niña
2022-03-01,13.984211258064516,-0.06621293333333336,0,2022,3,-0.86,La Niña
2022-04-01,14.144603766666668,-0.10842971999999988,0,2022,4,-0.95,La Niña
2022-05-01,14.325491064516129,-0.4807049462365592,0,2022,5,-0.9,La Niña
2022-06-01,15.878519733333333,0.33550477500000037,0,2022,6,-0.78,La Niña
2022-07-01,17.211722322580645,0.463564667741936,1,2022,7,-0.76,La Niña
2022-08-01,18.671357677419355,1.0421999322580642,16,2022,8,-0.87,La Niña
2022-09-01,19.5025941,1.642479588888889,30,2022,9,-0.97,La Niña
2022-10-01,18.50446187096774,1.0988155774193549,25,2022,10,-0.94,La Niña
2022-11-01,16.403069433333332,0.10266850055555542,0,2022,11,-0.85,La Niña
2022-12-01,15.133269370967742,0.17209793440860224,0,2022,12,-0.71,La Niña
2023-01-01,14.543973693548386,0.34158593440860235,0,2023,1,-0.54,La Niña
2023-02-01,13.700049250000001,-0.3112612351190478,0,2023,2,-0.29,Neutral
2023-03-01,13.486843064516128,-0.5635811268817202,0,2023,3,-0.02,Neutral
2023-04-01,13.442395083333334,-0.8106384033333334,0,2023,4,0.27,Neutral
2023-05-01,14.620229548387098,-0.18596646236559106,0,2023,5,0.57,El Niño
2023-06-01,15.782455216666667,0.2394402583333335,0,2023,6,0.84,El Niño
2023-07-01,16.332600967741936,-0.415556687096774,0,2023,7,1.12,El Niño
2023-08-01,18.356816064516128,0.7276583193548388,17,2023,8,1.37,El Niño
2023-09-01,18.962132433333334,1.1020179222222226,24,2023,9,1.6,El Niño
2023-10-01,18.404425806451613,0.998779512903226,20,2023,10,1.83,El Niño
2023-11-01,17.486635633333332,1.1862347005555556,29,2023,11,1.99,El Niño
2023-12-01,16.300983322580645,1.3398118860215054,31,2023,12,2.06,El Niño
2024-01-01,15.326879016129032,1.1244912569892476,27,2024,1,1.92,El Niño
2024-02-01,15.170133142857143,1.1588226577380951,28,2024,2,1.62,El Niño
2024-03-01,15.088170693548387,1.0377465021505379,24,2024,3,1.26,El Niño
2024-04-01,14.7059602,0.4529267133333333,0,2024,4,0.82,El Niño
2024-05-01,14.860421629032258,0.05422561827956982,0,2024,5,0.49,Neutral
2024-06-01,15.526527316666666,-0.016487641666666587,0,2024,6,0.22,Neutral
2024-07-01,17.14869793548387,0.40054028064516173,0,2024,7,0.08,Neutral
2024-08-01,17.965761193548385,0.3366034483870966,11,2024,8,-0.07,Neutral
2024-09-01,18.50632426666667,0.646209755555556,10,2024,9,-0.17,Neutral
2024-10-01,17.92577364516129,0.5201273516129032,0,2024,10,-0.21,Neutral
2024-11-01,16.40343075,0.10302981722222211,0,2024,11,-0.3,Neutral
2024-12-01,15.596110822580647,0.6349393860215052,0,2024,12,-0.42,Neutral
